EAN_13,categorie,code,description,marque,nom,prix,reference_fabricant,remise_pourcentage,url_produit
9120058375774,Scie circulaire,B8300400," Lame Ø 254 mm, 60 dents, guide d´angle, poussoir de sécurité et guide parallèle avec loupe, capot protecteur avec flexible d’aspiration.",Holzmann,Scie circulaire - 1800W - 230V 50Hz - Holzmann,617.0,HOL-TK255_230V,N/A,https://www.centrale-brico.com/holzmann-scie-circulaire-1800w-230v-50hz-b8300400
9120058371448,Scie circulaire,B8294100," Lame  T.C.T. 225 mm, système de refroidissement",Holzmann,Scie circulaire à métaux - 1000W - 230V - Holzmann,826.0,HOL-MKS225_230V,N/A,https://www.centrale-brico.com/holzmann-scie-circulaire-a-metaux-1000w-230v-b8294100
9120058371882,Scie circulaire,B8289500," Lame T.C.T 200mm, chariot aluminium, guide de précision, rallonge en fonte.",Holzmann,Scie circulaire - 1100W - 230V - Holzmann,1193.0,HOL-TS200_230V,N/A,https://www.centrale-brico.com/holzmann-scie-circulaire-1100w-230v-b8289500
9120058372032,Scie circulaire,B8286900," Lame TCT Ø 254mm, chariot aluminium, guide de précision, presseur excentrique, rallonge.",Holzmann,Scie circulaire - 2200W - 400V / 50Hz - Holzmann,1379.35,HOL-TS250_400V,6.23,https://www.centrale-brico.com/holzmann-scie-circulaire-2200w-400v-50hz-b8286900
9120058372049,Scie circulaire,B8286800," Lame TCT Ø 254 mm, chariot aluminium, guide de précision, presseur excentrique, rallonge.",Holzmann,Scie circulaire - 2200W - 230V / 50Hz - Holzmann,1379.35,HOL-TS250_230V,6.23,https://www.centrale-brico.com/holzmann-scie-circulaire-2200w-230v-50hz-b8286800
9120039902319,Scie circulaire,B8281900," Protecteur de la lame, poussoir, lame TCT 400mm, avec 28 dentes, roues pour le déplacement. Boîte pour ranger les outils.",Holzmann,"Scie circulaire de chantier, rallonges en option - 2800W - 400V - Holzmann",1880.01,HOL-TS400Z_400V,6.84,https://www.centrale-brico.com/holzmann-scie-circulaire-de-chantier-rallonges-en-option-2800w-400v-b8281900
9120058371530,Perceuse à percussion,B8300200," Mandrin auto serrant 1 à 16 mm, B16",Holzmann,Perceuse d'etabli  - 600W - 230V - Holzmann,556.8,HOL-SB4116HM_230V,9.76,https://www.centrale-brico.com/holzmann-perceuse-d-etabli-600w-230v-b8300200
9120039904078,Perceuse à percussion,B8300100,"Mandrin auto serrant 1 à 16 mm, B16.",Holzmann,Perceuse d'etabli  - 600W - 400V - Holzmann,617.0,HOL-SB3116RMN_400V,N/A,https://www.centrale-brico.com/holzmann-perceuse-d-etabli-600w-400v-b8300100
9120058371547,Perceuse à percussion,B8299900," Mandrin auto serrant 1 à 16 mm, B16",Holzmann,Perceuse d'etabli - 600W - 400V - Holzmann,556.8,HOL-SB4116HM_400V,9.76,https://www.centrale-brico.com/holzmann-perceuse-d-etabli-600w-400v-b8299900
9120058371608,Perceuse à percussion,B8292800,Poids net en kg : 14,Holzmann,Perceuse magnétique D. 45 mm - 230 V - 1650 W - Holzmann,821.1,HOL-MBM450LRE_230V,8.67,https://www.centrale-brico.com/holzmann-perceuse-magnetique-d-45-mm-230-v-1650-w-b8292800
9120039904092,Perceuse à percussion,B8291800,Poids net en kg : 31,Holzmann,Perceuse magnetique - 2080W - 230V - Holzmann,993.0,HOL-MBM600LRE_230V,N/A,https://www.centrale-brico.com/holzmann-perceuse-magnetique-2080w-230v-b8291800
9120058379482,Perceuse à percussion,B8275600," : Armoire avec porte, fraises",Holzmann,Perceuse automatique  -  400 V / 50 Hz - Holzmann,3380.0,HOL-BBSM50AUTO_400V,N/A,https://www.centrale-brico.com/holzmann-perceuse-automatique-400-v-50-hz-b8275600
4006825587777,Perceuse à percussion,B8016500,"Perceuse à percussion électrique 1010 W, modèle TH-ID 1000 E de Einhell.",EINHELL,Perceuse à percussion TH-ID 1000 E RECONDITIONNE - EINHELL,35.27,4259825REC,58.58,https://www.centrale-brico.com/einhell-perceuse-a-percussion-th-id-1000-e-reconditionne-b8016500
4006825659092,Perceuse à percussion,B7677600,"La perceuse/visseuse à percussion sans fil Einhell TP-CD 18/60 Li-i Brushless est dotée d'un moteur sans balais pour de meilleures performances et des temps de fonctionnement plus longs qu'un moteur à balais de charbon conventionnel. Avec la perceuse/visseuse à percussion sans fil sans balais, il n'y a pas d'usure due à l'abrasion mécanique. En tant que membre de la famille Power X-Change, toutes les batteries de la gamme avec les cellules de batterie lithium-ion hautes performances peuvent également être utilisées avec le TP-CD 18/60 Li-i Brushless.",EINHELL,Perceuse à percussion sans fil TP-CD 18/60 Li- i BL Solo - EINHELL,113.93,EIN-4514205,10.25,https://www.centrale-brico.com/einhell-perceuse-a-percussion-sans-fil-tp-cd-1860-li-i-bl-solo-b7677600
4061792201484,Perceuse à percussion,B7602200,Système électronique Vario (V) pour travailler avec des vitesses adaptées aux matériaux,Metabo,Perceuse à percussion filaire SBE 650 - Mandrin autoserrant (carton) - Metabo,128.77,600742850,0.94,https://www.centrale-brico.com/metabo-perceuse-a-percussion-filaire-sbe-650-mandrin-autoserrant-carton-b7602200
4061792201613,Perceuse à percussion,B7602000,Système électronique Vario (V) pour travailler avec des vitesses adaptées aux matériaux,Metabo,Coffret Perceuse à percussion filaire SBE 650 Impuls - Mandrin autoserrant - Metabo,133.01,600743500,13.04,https://www.centrale-brico.com/metabo-coffret-perceuse-a-percussion-filaire-sbe-650-impuls-mandrin-autoserrant-b7602000
4061792217850,Perceuse à percussion,B7601600,Perceuse à percussion sans fil compacte et légère pour les applications les plus variées,Metabo,"Coffret Perceuse à percussion 12 V sans fil PowerMaxx SB BL 2 x 2,0 Ah Li-Power, LC12 - Metabo",242.02,601784500,0.44,https://www.centrale-brico.com/metabo-coffret-perceuse-a-percussion-12-v-sans-fil-powermaxx-sb-bl-2-x-20-ah-li-power-lc12-b7601600
4007430214706,Perceuse à percussion,B6811300,Système électronique Vario (V) pour travailler avec des vitesses adaptées aux matériaux,Metabo,"Perceuse à percussion SBE 760 - 760W - Mandrin autoserrant, coffret - Metabo",211.08,MET-600841850,29.64,https://www.centrale-brico.com/metabo-perceuse-a-percussion-sbe-760-760w-mandrin-autoserrant-coffret-b6811300
4061792201422,Perceuse à percussion,B6811100,Système électronique Vario (V) pour travailler avec des vitesses adaptées aux matériaux,Metabo,"Perceuse à percussion SBE 650 - 650W - Mandrin autoserrant, coffret - Metabo",112.23,MET-600742500,38.42,https://www.centrale-brico.com/metabo-perceuse-a-percussion-sbe-650-650w-mandrin-autoserrant-coffret-b6811100
4007430287069,Perceuse à percussion,B6782200,Système Metabo Quick : changement rapide du porte-outil et de l'outil pour un travail flexible,Metabo,"Perceuse à percussion 18 V SB 18 LTX Q I - Pick+Mix (sans batterie), coffret Metabox - Metabo",376.49,MET-602200840,18.09,https://www.centrale-brico.com/metabo-perceuse-a-percussion-18-v-sb-18-ltx-q-i-pickmix-sans-batterie-coffret-metabox-b6782200
9120039904733,Poste à souder,B8301900," écran de soudage, marteau, accessoires.",Holzmann,Poste à souder inverter avec électrode. - Holzmann,349.9,HOL-EISA200,10.74,https://www.centrale-brico.com/holzmann-poste-a-souder-inverter-avec-electrode-b8301900
9120039904719,Poste à souder,B8300700," Réducteur de pression, boite avec électrodes tungstène, masque de soudage",Holzmann,WIG/TIG Poste à souder INVERTER - Holzmann,386.3,HOL-TISA200,13.0,https://www.centrale-brico.com/holzmann-wigtig-poste-a-souder-inverter-b8300700
9120039904696,Poste à souder,B8288100," Réducteur de pression, mise à la terre, torche TIG, torche MMA, grande boîte de pièces de rechange avec des électrodes de tungstène",Holzmann,Poste à souder WIG/TIG INVERTER (PULSE) 230V - 6 Kva - 200A - Holzmann,1293.0,HOL-PISA200ACDC,N/A,https://www.centrale-brico.com/holzmann-poste-a-souder-wigtig-inverter-pulse-230v-6-kva-200a-b8288100
9120039904672,Poste à souder,B8285400," Réducteur de pression, complète boite de pièces détachés, écran numérique de soudure, spray de soudure.",Holzmann,Mig/mag poste à souder - Holzmann,1484.19,HOL-MSA315,5.53,https://www.centrale-brico.com/holzmann-migmag-poste-a-souder-b8285400
8011399027662,Poste à souder,B3990300,"Poste portatif équipé d'un générateur onduleur, Technologie MMA (Métal Manual Arc) pour soudure à l'arc avec électrodes rutiles, basiques, inox et fonte. Alimentation 230 V - 50 Hz. Courant de sortie continu. Protection thermostatique. Systèmes ""Hot Start"" pour faciliter l'amorçage de l'arc et ""Anti-Sticking"" pour éviter le collage de l'électrode.",DECA,Poste à souder MMA ondulateur SIL 313 - DECA,296.16,D-0060501,19.52,https://www.centrale-brico.com/deca-poste-a-souder-mma-ondulateur-sil-313-b3990300
3223430161012,Fer à souder,B4764300,Fer à souder électrique - pointue Ø 6 mm 60 W,OUTIFRANCE,Fer à souder électrique - pointue Ø 6 mm 60 W - OUTIFRANCE,12.74,OUT-0500025,37.79,https://www.centrale-brico.com/outifrance-fer-a-souder-electrique-pointue-6-mm-60-w-b4764300
3223430160992,Fer à souder,B4764200,Fer à souder électrique - pointue Ø 3 mm 30 W,OUTIFRANCE,Fer à souder électrique - pointue Ø 3 mm 30 W - OUTIFRANCE,18.7,OUT-0500010,N/A,https://www.centrale-brico.com/outifrance-fer-a-souder-electrique-pointue-3-mm-30-w-b4764200
3223430161005,Fer à souder,B1447000,Manche ergonomique avec collerette de sécurité. Panne interchangeable. Livré avec 1 panne.,OUTIFRANCE,Fer à souder électrique 40 W - OUTIFRANCE,22.09,500015,N/A,https://www.centrale-brico.com/outifrance-fer-a-souder-electrique-40-w-b1447000
3189640003095,Fer à souder,B722600,,EXPRESS,Fer à souder électrique hrt n309-300w - EXPRESS,142.53,0435108,9.74,https://www.centrale-brico.com/express-fer-a-souder-electrique-hrt-n309-300w-b722600
3223430161036,Fer à souder,B1447300,Chauffe ultra-rapide (moins de 5 secondes).,OUTIFRANCE,Fer à souder électrique instantané 100 W - OUTIFRANCE,14.53,500100,35.91,https://www.centrale-brico.com/outifrance-fer-a-souder-electrique-instantane-100-w-b1447300
3223430185155,Accessoires de soudure,B3989900,Verre en polycarbonate transparent extérieur pour cagoule de soudeur.,OUTIFRANCE,Verre polycarbarbonate soudeur automatique 110x90 ext - OUTIFRANCE,12.67,D-0060208,N/A,https://www.centrale-brico.com/outifrance-verre-polycarbarbonate-soudeur-automatique-110x90-ext-b3989900
8011399015072,Accessoires de soudure,B3989300,Étui de 40 électrodes Ø 2 mm et longueur 300 mm.,DECA,Electrodes de soudure Ø 2 mm 40 pièces - DECA,16.39,D-0050220,N/A,https://www.centrale-brico.com/deca-electrodes-de-soudure-2-mm-40-pieces-b3989300
3189640054608,Accessoires de soudure,B1444500,Allumeur + 5 pierres de rechange.,EXPRESS,Allumeur à pierre pour chalumeaux + 5 pierres - EXPRESS,20.35,430405,0.59,https://www.centrale-brico.com/express-allumeur-a-pierre-pour-chalumeaux-5-pierres-b1444500
4004625312520,Accessoires de soudure,B5898600,Forte résistance mécanique,ROTHENBERGER,Lot de 10 brasures acier / cuivre d3.2 500 mm Rolot 605 ROTHENBERGER - ROTHENBERGER,10.58,ROT-31252,N/A,https://www.centrale-brico.com/rothenberger-lot-de-10-brasures-acier-cuivre-d32-500-mm-rolot-605-rothenberger-b5898600
3154020083332,Accessoires de soudure,B3622500,,BD,"Electrode de soudure fonte bi-métal Ø 2,5 mm - Par 12 - BD",23.02,BD-318345,23.52,https://www.centrale-brico.com/bd-electrode-de-soudure-fonte-bi-metal-25-mm-par-12-b3622500
4015878513343,Accessoires de soudure,B1863300,Roulette de soudeur. Guide le fil et le pousse dans l'encoche. Manche confort. Fût en laiton.,TECHNO,Roulette de soudeur - TECHNO,25.94,T422300,35.15,https://www.centrale-brico.com/techno-roulette-de-soudeur-b1863300
3189640054592,Accessoires de soudure,B1443600,"Ecran thermique sans fibre toxique ni amiante, protégeant les murs de la flamme et de la chaleur produite lors du brasage ou soudage.",EXPRESS,1 pare-flammes - 220 x 360 mm - EXPRESS,20.69,425506,N/A,https://www.centrale-brico.com/express-1-pare-flammes-220-x-360-mm-b1443600
3290650617254,Accessoires de soudure,B1396300,"Pour souder le zinc, l’acier, le galva.",TECHMAN,Soudure étain en baguette - TECHMAN,16.75,61725,N/A,https://www.centrale-brico.com/techman-soudure-etain-en-baguette-b1396300
3154020064997,Accessoires de soudure,B6772700,"Le masque TECHNO 11 TRUE COLOR est entièrement automatique, il passe de l'état clair (3) à l'état teinté (11) en une fraction de seconde et ce dès l'amorçage. Champ de vision 98 x 35 mm. Alimentation solaire.",GYS,Masque de soudeur automatique GYS Techno 11 true color - GYS,36.04,GYS-64997,11.67,https://www.centrale-brico.com/gys-masque-de-soudeur-automatique-gys-techno-11-true-color-b6772700
4004625312513,Accessoires de soudure,B5898500,Forte résistance mécanique,ROTHENBERGER,Lot de 10 brasures acier / cuivre d2 500 mm Rolot 605 ROTHENBERGER - ROTHENBERGER,8.86,ROT-31251,N/A,https://www.centrale-brico.com/rothenberger-lot-de-10-brasures-acier-cuivre-d2-500-mm-rolot-605-rothenberger-b5898500
4004625452646,Accessoires de soudure,B5826200,,ROTHENBERGER,"Eau à souder 100 g pour zinguerie, ROTHENBERGER - ROTHENBERGER",11.93,ROT-45264,N/A,https://www.centrale-brico.com/rothenberger-eau-a-souder-100-g-pour-zinguerie-rothenberger-b5826200
8011399000504,Accessoires de soudure,B3991800,Bouteille de 1 litre de gaz Argon + CO2 pour le soudage sur l'acier et l'inox avec postes MIG.,DECA,Bouteille de gaz Argon+CO2 1L pour MIG - DECA,34.61,D-0061095,26.67,https://www.centrale-brico.com/deca-bouteille-de-gaz-argonco2-1l-pour-mig-b3991800
4004625468791,Accessoires de soudure,B6263400,"Etain pour radio, électricité. Circuits électriques, radio, petit électroménager. Ame décapante spéciale. Ne contient pas de plomb.",ROTHENBERGER,"Bobine étain radio 1,5 mm, 30 g. ROTHENBERGER - ROTHENBERGER",11.47,ROT-1500002903,4.42,https://www.centrale-brico.com/rothenberger-bobine-etain-radio-15-mm-30-g-rothenberger-b6263400
4004625468807,Accessoires de soudure,B6263200,"Etain pour radio, électricité. Circuits électriques, radio, petit électroménager. Ame décapante spéciale. Ne contient pas de plomb.",ROTHENBERGER,"Bobine étain radio 1,5 mm 70 g. ROTHENBERGER - ROTHENBERGER",16.4,ROT-1500002904,N/A,https://www.centrale-brico.com/rothenberger-bobine-etain-radio-15-mm-70-g-rothenberger-b6263200
4004625468753,Accessoires de soudure,B6263100,"Etain pour électronique. Circuits imprimés, HI-FI, télévision, modélisme, maquettisme. Ne contient pas de plomb.",ROTHENBERGER,"Bobine étain électronique 1 mm, 70 g. ROTHENBERGER - ROTHENBERGER",16.83,ROT-1500002902,4.38,https://www.centrale-brico.com/rothenberger-bobine-etain-electronique-1-mm-70-g-rothenberger-b6263100
3283981003162,Accessoires de soudure,B5972000,"Conseillée pour les canalisations d'eau potable, nettoyage à l'eau",GEB,"Pâte décapante etain / cuivre, 75 ml, GEB - GEB",11.11,GEB-100316,N/A,https://www.centrale-brico.com/geb-pate-decapante-etain-cuivre-75-ml-geb-b5972000
4004625374795,Accessoires de soudure,B5865300,"Ecologique, pour eau potable",ROTHENBERGER,Graisse décapante pour étain 120 ml ROTHENBERGER - ROTHENBERGER,10.52,ROT-1000000242,N/A,https://www.centrale-brico.com/rothenberger-graisse-decapante-pour-etain-120-ml-rothenberger-b5865300
3283988157080,Accessoires de soudure,B5749800,"Sans plomb, conseillée pour les canalisations d'eau potable",GEB,"Bobine pour brasure etain / cuivre, 100 g, GEB - GEB",17.63,GEB-815708,N/A,https://www.centrale-brico.com/geb-bobine-pour-brasure-etain-cuivre-100-g-geb-b5749800
8011399018394,Accessoires de soudure,B3989700,Cagoule en polypropylène avec serre-tête réglable et mousse de protection sur le front. Ecran avec verre inactinique relevable. Livré avec un verre inactinique et un verre transparent.,DECA,Masque à soudure cagoule + verre - DECA,27.19,D-0060200,N/A,https://www.centrale-brico.com/deca-masque-a-soudure-cagoule-verre-b3989700
3283981003308,Accessoires de soudure,B2426200,,GEB,Kit soudure étain/cuivre - GEB,21.1,BD-116095,N/A,https://www.centrale-brico.com/geb-kit-soudure-etaincuivre-b2426200
3259040013151,Accessoires de soudure,B6108400,Véritable acier liquide dosage facile,ATMOS,"Soudure à froid, spécial acier, 200 g, ATMOS - ATMOS",12.58,ATM-1123,3.23,https://www.centrale-brico.com/atmos-soudure-a-froid-special-acier-200-g-atmos-b6108400
4004625356104,Accessoires de soudure,B5972100,,ROTHENBERGER,Pâte décapante pour argent et cuivre / phosphore 160 g ROTHENBERGER - ROTHENBERGER,11.27,ROT-035610E,N/A,https://www.centrale-brico.com/rothenberger-pate-decapante-pour-argent-et-cuivre-phosphore-160-g-rothenberger-b5972100
4004625356043,Accessoires de soudure,B5924800,Décapant intégré,ROTHENBERGER,Lot de 5 brasures aluminium enrobé 333 mm Rolot 604 ROTHENBERGER - ROTHENBERGER,11.69,ROT-35604,2.58,https://www.centrale-brico.com/rothenberger-lot-de-5-brasures-aluminium-enrobe-333-mm-rolot-604-rothenberger-b5924800
3189640005228,Accessoires de soudure,B4058100,"Cartouche d'Oxygène - 60 L / 930 ml pour alimenter les pistolets à air chaud, lampes à souder et chalumeaux autonomes. Pour 2901.",EXPRESS,Cartouche jetable d'oxygène 60L - EXPRESS,29.17,D-0415208,26.15,https://www.centrale-brico.com/express-cartouche-jetable-d-oxygene-60l-b4058100
3154020082335,Accessoires de soudure,B2424400,,GYS,"10 Electrodes inox Ø 2,5 mm - GYS",13.35,BD-18945,4.64,https://www.centrale-brico.com/gys-10-electrodes-inox-25-mm-b2424400
4004625468739,Accessoires de soudure,B6263000,"Etain pour électronique. Circuits imprimés, HI-FI, télévision, modélisme, maquettisme. Ne contient pas de plomb.",ROTHENBERGER,"Bobine étain électronique 1 mm, 30 g. ROTHENBERGER - ROTHENBERGER",11.8,ROT-1500002900,9.23,https://www.centrale-brico.com/rothenberger-bobine-etain-electronique-1-mm-30-g-rothenberger-b6263000
3154020084414,Accessoires de soudure,B5933700,Toutes positions,GYS,Lot de 50 électrodes rutile diamètre 1.6mm GYS 084414 - GYS,11.64,GYS-84414,N/A,https://www.centrale-brico.com/gys-lot-de-50-electrodes-rutile-diametre-16mm-gys-084414-b5933700
4004625468937,Accessoires de soudure,B5923000,"Rolot 611 - Baguette d'étain pour Couverture, Zinguerie.Gouttière, Ferblanterie, Etamage. Ne contient pas de plomb.
Ø6,7mm. Longueur : 300mm. Flux décapant non intégré. Alliage : Sn91Zn9. Température : 199°C. Flux décapant recommandé : Graisse décapante Art.-Nr. 045266E 35 ml, Art.-Nr. 1000000242 120 ml, Eau à souder pour Rolot 608 : Art.-Nr. 045264 100 ml.",ROTHENBERGER,"Baguette étain 91% zinguerie, diam. 6,7mm, long. 300mm ROTHENBERGER - ROTHENBERGER",11.02,ROT-1000002361,N/A,https://www.centrale-brico.com/rothenberger-baguette-etain-91-zinguerie-diam-67mm-long-300mm-rothenberger-b5923000
3259040013144,Accessoires de soudure,B6108500,"Une seringue spéciale soudure à froid. Elle colmate, répare et fixe tous les tuyaux et raccords cuivre et laiton. A utiliser pour les petites fuites d’eau, fines fissures, porosités. Contient des particules de cuivre
Adhère sur tous les matériaux : cuivre, laiton, PVC, plastique, verre ... Durcit en 5 minutes
Eviter d’utiliser la partie réparée pendant minimum 60 minutes
Solidité maximale obtenue au bout de 24 h
Conditionnement qui permet un dosage précis et propre.",ATMOS,"Soudure à froid, spécial cuivre, 200 g, ATMOS - ATMOS",12.58,ATM-1122,3.23,https://www.centrale-brico.com/atmos-soudure-a-froid-special-cuivre-200-g-atmos-b6108500
4004625452530,Accessoires de soudure,B5749500,"Ecologique, pour eau potable",ROTHENBERGER,Bobine etain 97% ROTHENBERGER - ROTHENBERGER,8.42,ROT-45253,N/A,https://www.centrale-brico.com/rothenberger-bobine-etain-97-rothenberger-b5749500
4007430338105,Meuleuse,B6798900,"Robuste, universelle et économique : meuleuse d'angle puissante pour toutes les applications",Metabo,Meuleuse 125 mm WP 850-125 - 850W - Metabo,123.09,MET-603610000,38.45,https://www.centrale-brico.com/metabo-meuleuse-125-mm-wp-850-125-850w-b6798900
4007430338129,Meuleuse,B6798800,"Robuste, universelle et économique : meuleuse d'angle puissante pour toutes les applications",Metabo,Meuleuse 125 mm WEV 850-125 - 850W - vitesse de rotation réglable - Metabo,123.09,MET-603611000,38.45,https://www.centrale-brico.com/metabo-meuleuse-125-mm-wev-850-125-850w-vitesse-de-rotation-reglable-b6798800
4007430338006,Meuleuse,B6798700,"Robuste, universelle et économique : meuleuse d'angle puissante pour toutes les applications",Metabo,Meuleuse 125 mm W 850-125 - 800W - Metabo,94.5,MET-603608000,37.85,https://www.centrale-brico.com/metabo-meuleuse-125-mm-w-850-125-800w-b6798700
4061792153448,Meuleuse,B6798600,"Robuste, universelle et économique : meuleuse d'angle ergonomique pour toutes les applications",Metabo,Meuleuse 125 mm W 750-125 - 750W - Metabo,90.12,MET-603605000,37.35,https://www.centrale-brico.com/metabo-meuleuse-125-mm-w-750-125-750w-b6798600
4007430214171,Meuleuse,B6790400,"Ponceuse de tubes à bande sans fil compacte pour le travail rapide et flexible de tubes en acier inoxydable Grand angle d'enroulement de 190° pour une surface sans attaque Moteur robuste pour une longévité élevée Changement de bande abrasive sans outil et guidage de bande réglable Batterie rotative pour travailler plus facilement dans les espaces réduits Filtre à poussières amovible pour la protection contre l’infiltration de particules Protection contre la surcharge : protège le moteur contre la surchauffe Démarrage électronique progressif pour un démarrage sans àcoup Protection anti-redémarrage : empêche tout démarrage involontaire après une coupure de courant Technologie Ultra-M : puissance maximale, chargement sûr et garantie de 3 ans sur la batterie Batteries avec indicateur de capacité permettant de vérifier le niveau de charge Valeurs de référence tension batterie 18 V Vitesse de la bande en marche à vide 9.2 m/s Dimensions de la bande abrasive 30 x 533 mm Diamètre de tube max. 60 mm Angle d'enroulement 190 ° Poids (avec batterie) 3.3 kg Vibration Poncer des surfaces 2.5 m/s² Incertitude de mesure K 1.5 m/s² Émission acoustique niveau sonore 83 dB(A) Niveau de puissance acoustique (LwA) 94 dB(A) Incertitude de mesure K 3 dB(A) Équipement standard Filtre antipoussière sans batterie, ni chargeur",Metabo,Ponceuse à tubes Inox 18 V RB 18 LTX 60 - Pick+Mix (sans batterie) - Metabo,1039.55,MET-600192850,25.75,https://www.centrale-brico.com/metabo-ponceuse-a-tubes-inox-18-v-rb-18-ltx-60-pickmix-sans-batterie-b6790400
4007430206770,Meuleuse,B6790300,"Meuleuse sans fil très plate pour travailler les soudures d'angle en acier inoxydable dans des interstices étroits Moteur robuste pour une longévité élevée Capot de protection réglable sans outil et amovible Entraînement à courroie nécessitant peu d'entretien pour une longévité élevée Batterie rotative pour travailler plus facilement dans les espaces réduits Filtre à poussières amovible pour la protection contre l’infiltration de particules Protection contre la surcharge : protège le moteur contre la surchauffe Démarrage électronique progressif pour un démarrage sans à-coup Protection anti-redémarrage : empêche tout démarrage involontaire après un changement de batterie Technologie Ultra-M : puissance maximale, chargement sûr et garantie de 3 ans sur la batterie Batteries avec indicateur de capacité permettant de vérifier le niveau de charge Valeurs de référence tension batterie 18 V Vitesse de rotation à vide 3800 /min Diamètre de meule 150 mm Filet de la broche M 14 Poids (avec batterie) 3 kg Vibration Polissage 2.5 m/s² Incertitude de mesure K 1.5 m/s² Émission acoustique niveau sonore 80 dB(A) Niveau de puissance acoustique (LwA) 91 dB(A) Incertitude de mesure K 3 dB(A) Équipement standard Capot de protection Flasque d'appui Écrou à deux trous frontaux Poignée supplémentaire Filtre antipoussière Clé à ergots Clé mâle à six pans sans batterie, ni chargeur",Metabo,Meuleuse d'angle Inox 18 V KNS 18 LTX - Pick+Mix (sans batterie) - Metabo,875.65,MET-600191850,32.64,https://www.centrale-brico.com/metabo-meuleuse-d-angle-inox-18-v-kns-18-ltx-pickmix-sans-batterie-b6790300
4007430227577,Meuleuse,B6789900,"Couple de rotation élevé et forme compacte grâce au réducteur planétaire Blocage de la broche pour un changement facile de l'outil Protection anti-redémarrage : empêche tout démarrage involontaire après un changement de batterie Protection contre la surcharge : protège le moteur contre la surchauffe Cache de protection en caoutchouc amovible pour travailler confortablement et en toute sécurité Design fin pour une prise en main parfaite Pince de serrage de précision pour un centrage parfait des outils Batteries avec indicateur de capacité permettant de vérifier le niveau de charge Technologie Ultra-M : puissance maximale, chargement sûr et garantie de 3 ans sur la batterie Valeurs de référence tension batterie 18 V Vitesse de rotation à vide 6000 /min Diamètre du collier de serrage 43 mm Alésage de la pince de serrage 6 mm Poids (avec batterie) 2.2 kg Vibration Ponçage d'une surface (jusqu'à Ø 25 mm) 1.1 m/s² Incertitude de mesure K 1.5 m/s² Ponçage d'une surface (jusqu'à Ø 50 mm) 1.1 m/s² Incertitude de mesure K 1.5 m/s² Émission acoustique niveau sonore 83 dB(A) Niveau de puissance acoustique (LwA) 94 dB(A) Incertitude de mesure K 3 dB(A) Équipement standard Pince de serrage 6 mm Cache en caoutchouc Poignée supplémentaire Filtre antipoussière Clé plate sans batterie, ni chargeur",Metabo,Meuleuse droite 18 V GA 18 LTX G - Pick+Mix (sans batterie) - Metabo,502.31,MET-600639850,32.28,https://www.centrale-brico.com/metabo-meuleuse-droite-18-v-ga-18-ltx-g-pickmix-sans-batterie-b6789900
4007430287250,Meuleuse,B6789700,"Blocage de la broche pour un changement facile de l'outil Protection anti-redémarrage : empêche tout démarrage involontaire après un changement de batterie Protection contre la surcharge : protège le moteur contre la surchauffe Cache de protection en caoutchouc amovible pour travailler confortablement et en toute sécurité Design fin pour une prise en main parfaite Pince de serrage de précision pour un centrage parfait des outils Batteries avec indicateur de capacité permettant de vérifier le niveau de charge Technologie Ultra-M : puissance maximale, chargement sûr et garantie de 3 ans sur la batterie Avec metaBOX, la solution intelligente pour le transport et le rangement Valeurs de référence tension batterie 18 V Vitesse de rotation à vide 25000 /min Diamètre du collier de serrage 43 mm Alésage de la pince de serrage 6 mm Poids (avec batterie) 2.1 kg Vibration Ponçage d'une surface (jusqu'à Ø 25 mm) 5.3 m/s² Incertitude de mesure K 1.5 m/s² Ponçage d'une surface (jusqu'à Ø 50 mm) 13.9 m/s² Incertitude de mesure K 1.5 m/s² Émission acoustique niveau sonore 83 dB(A) Niveau de puissance acoustique (LwA) 94 dB(A) Incertitude de mesure K 3 dB(A) Équipement standard Pince de serrage 6 mm Cache en caoutchouc Filtre antipoussière Clé plate metaBOX 145 L sans batterie, ni chargeur",Metabo,"Meuleuse droite 18 V GA 18 LTX - Pick+Mix (sans batterie), coffret Metabox - Metabo",352.8,MET-600638840,39.39,https://www.centrale-brico.com/metabo-meuleuse-droite-18-v-ga-18-ltx-pickmix-sans-batterie-coffret-metabox-b6789700
