,EAN_13,categorie,code,description,marque,nom,prix,reference_fabricant,remise_pourcentage,url_produit,prix_initial
3288,370010310889,Lampe a poser,B8226300,,proloisirs,Lampe de table XL Bob Loop - 32 x 29 x 44 cm - amande - PROLOISIRS,138.44,PRO-PB12,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-xl-bob-loop-32-x-29-x-44-cm-amande-b8226300,138.44
3289,3700103108838,Lampe a poser,B8226200,,proloisirs,Lampe de table large Bob Loop - 20 x 18 x 29 cm - sand - PROLOISIRS,91.15,PRO-PB06,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-large-bob-loop-20-x-18-x-29-cm-sand-b8226200,91.15
3290,3700103108845,Lampe a poser,B8226100,,proloisirs,Lampe de table large Bob Loop - 20 x 18 x 29 cm - rouge - PROLOISIRS,91.15,PRO-PB07,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-large-bob-loop-20-x-18-x-29-cm-rouge-b8226100,91.15
3291,3700103108852,Lampe a poser,B8226000,,proloisirs,Lampe de table large Bob Loop - 20 x 18 x 29 cm - amande - PROLOISIRS,91.15,PRO-PB08,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-large-bob-loop-20-x-18-x-29-cm-amande-b8226000,91.15
3292,3700103108791,Lampe a poser,B8225900,,proloisirs,"Lampe de table Bob loop - 11,7 x 10 x 16 cm - sand - PROLOISIRS",154.14,PRO-PB02,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-bob-loop-117-x-10-x-16-cm-sand-b8225900,154.14
3293,3700103108807,Lampe a poser,B8225800,,proloisirs,"Lampe de table Bob loop - 11,7 x 10 x 16 cm - rouge - PROLOISIRS",154.14,PRO-PB03,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-bob-loop-117-x-10-x-16-cm-rouge-b8225800,154.14
3294,3700103108784,Lampe a poser,B8225700,,proloisirs,"Lampe de table Bob loop - 11,7 x 10 x 16 cm - graphite - PROLOISIRS",154.14,PRO-PB01,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-bob-loop-117-x-10-x-16-cm-graphite-b8225700,154.14
3295,3700103108913,Lampe a poser,B8225600,,proloisirs,Lampe sur pied grand Bob - 32 x 29 x 72 cm - sand - PROLOISIRS,119.96,PRO-PB14,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-grand-bob-32-x-29-x-72-cm-sand-b8225600,119.96
3296,3700103108937,Lampe a poser,B8225500,,proloisirs,Lampe sur pied grand Bob - 32 x 29 x 72 cm - amande - PROLOISIRS,119.96,PRO-PB16,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-grand-bob-32-x-29-x-72-cm-amande-b8225500,119.96
3297,3700103109019,Lampe a poser,B8225200,,proloisirs,Lampe sur pied haut Bob - 24 x 24 x 148 cm - amande - PROLOISIRS,239.11,PRO-PB24,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-haut-bob-24-x-24-x-148-cm-amande-b8225200,239.11
3298,3700103108951,Lampe a poser,B8225100,,proloisirs,Lampe sur pied moyen Bob - 32 x 29 x 72 cm - sand - PROLOISIRS,198.47,PRO-PB18,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-moyen-bob-32-x-29-x-72-cm-sand-b8225100,198.47
3299,3700103108968,Lampe a poser,B8225000,,proloisirs,Lampe sur pied moyen Bob - 32 x 29 x 72 cm - rouge - PROLOISIRS,198.47,PRO-PB19,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-moyen-bob-32-x-29-x-72-cm-rouge-b8225000,198.47
3300,3700103108975,Lampe a poser,B8224900,,proloisirs,Lampe sur pied moyen Bob - 32 x 29 x 72 cm - amande - PROLOISIRS,198.47,PRO-PB20,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-moyen-bob-32-x-29-x-72-cm-amande-b8224900,198.47
3301,3700103108944,Lampe a poser,B8193900,,proloisirs,Lampe sur pied moyen Bob - 32 x 29 x 72 cm - graphite - PROLOISIRS,198.47,PRO-PB17,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-moyen-bob-32-x-29-x-72-cm-graphite-b8193900,198.47
3302,3700103109002,Lampe a poser,B8193800,,proloisirs,Lampe sur pied haut Bob - 24 x 24 x 148 cm - rouge - PROLOISIRS,239.11,PRO-PB23,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-haut-bob-24-x-24-x-148-cm-rouge-b8193800,239.11
3303,3700103108906,Lampe a poser,B8193600,,proloisirs,Lampe sur pied grand Bob - 32 x 29 x 72 cm - graphite - PROLOISIRS,119.96,PRO-PB13,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-grand-bob-32-x-29-x-72-cm-graphite-b8193600,119.96
3304,370010310892,Lampe a poser,B8193700,,proloisirs,Lampe sur pied grand Bob - 32 x 29 x 72 cm - rouge - PROLOISIRS,119.96,PRO-PB15,0.0,https://www.centrale-brico.com/proloisirs-lampe-sur-pied-grand-bob-32-x-29-x-72-cm-rouge-b8193700,119.96
3305,3700103108814,Lampe a poser,B8192900,,proloisirs,"Lampe de table Bob loop - 11,7 x 10 x 16 cm - amande - PROLOISIRS",154.14,PRO-PB04,0.0,https://www.centrale-brico.com/proloisirs-lampe-de-table-bob-loop-117-x-10-x-16-cm-amande-b8192900,154.14
3306,3700209520534,Lampe a poser,B8128700,Lot Lampe Ceramique Avec Interupteur Variateur + Ampoule Filament Vintage G95 40w,foxlight,Lot Lampe Ceramique Avec Interupteur Variateur + Ampoule Filament Vintage G95 40w - FOXLIGHT,10.92,FOX-2053,0.0,https://www.centrale-brico.com/fox-light-lot-lampe-ceramique-avec-interupteur-variateur-ampoule-filament-vintage-g95-40w-b8128700,10.92
3307,7638900015096,Lampe a poser,B8406800,,energizer,Torche compacte X-Focus a LED Energizer 2AA - ENERGIZER,18.12,WEL-9096287,0.0,https://www.centrale-brico.com/energizer-torche-compacte-x-focus-a-led-energizer-2aa-b8406800,18.12
3308,9002759328559,Lampe a poser,B5885400,Lampe à poser Symphonie LED acier brossé 1L,eglo,"Lampe, essentiel, aluminium blanc, EGLO Symphonie - Eglo",50.4,EGL-32855,0.0,https://www.centrale-brico.com/eglo-lampe-essentiel-aluminium-blanc-eglo-symphonie-b5885400,50.4
3309,3700209601271,Lampe a poser,B5690000,Ce luminaire vintage en céramique dispose d'un variateur d'intensité qui vous permettra de contrôler et d'adapter votre luminosité intérieure.,foxlight,Luminaire Ceramique VINTAGE 230V cable 2m avec variateur d'intensite maxi 60W - FOXLIGHT,9.92,FOX-601271,0.0,https://www.centrale-brico.com/fox-light-luminaire-ceramique-vintage-230v-cable-2m-avec-variateur-d-intensite-maxi-60w-b5690000,9.92
3310,3447641101814,"Gaine, conduit electrique",B7482900,,centrale brico,"Gaine Prefilee D'Installation 3, L.5 M - Centrale Brico",18.02,CEN-1081284,0.0,https://www.centrale-brico.com/centrale-brico-gaine-prefilee-d-installation-3-l5-m-b7482900,18.02
3311,3142187004642,"Gaine, conduit electrique",B7392800,,debflex,"Lot de 50 attache-fils, Diametre de 16 a 19 mm, L.40 mm - DEBFLEX",7.33,CEN-89946311,17.64,https://www.centrale-brico.com/debflex-lot-de-50-attache-fils-diametre-de-16-a-19-mm-l40-mm-b7392800,8.899951432734337
3312,3142187004246,"Gaine, conduit electrique",B7392700,,debflex,"Lot de 50 attache-fils, Diametre de 12 a 16 mm, L.33 mm, Blanc - DEBFLEX",6.16,CEN-89946312,0.65,https://www.centrale-brico.com/debflex-lot-de-50-attache-fils-diametre-de-12-a-16-mm-l33-mm-blanc-b7392700,6.200301962757927
3313,3142187004444,"Gaine, conduit electrique",B7392600,,debflex,"Lot de 100 attaches-fils, Diametre de 8 a 12 mm, L.26 mm, Gris - DEBFLEX",7.21,CEN-89946313,0.0,https://www.centrale-brico.com/debflex-lot-de-100-attaches-fils-diametre-de-8-a-12-mm-l26-mm-gris-b7392600,7.21
3314,3142187004147,"Gaine, conduit electrique",B7392500,,debflex,"Lot de 100 attaches-fils, Diametre de 8 a 12 mm, L.26 mm, Blanc - DEBFLEX",7.38,CEN-89946316,0.0,https://www.centrale-brico.com/debflex-lot-de-100-attaches-fils-diametre-de-8-a-12-mm-l26-mm-blanc-b7392500,7.38
3315,3142187004543,"Gaine, conduit electrique",B7392400,,debflex,"Lot de 50 attache-fils, Diametre de 12 a 16 mm, L.26 mm, Gris - DEBFLEX",5.9,CEN-89946315,4.84,https://www.centrale-brico.com/debflex-lot-de-50-attache-fils-diametre-de-12-a-16-mm-l26-mm-gris-b7392400,6.200084068936528
3316,3142187004055,"Gaine, conduit electrique",B7392300,,debflex,"Lot de 100 attaches-fils, Diametre de 4 a 7 mm, L.20 mm, Gris - DEBFLEX",5.08,CEN-89946309,0.0,https://www.centrale-brico.com/debflex-lot-de-100-attaches-fils-diametre-de-4-a-7-mm-l20-mm-gris-b7392300,5.08
3317,344764002071,"Gaine, conduit electrique",B6376300,,janoflex,"Gaine pour reseaux enterres JANOFLEX rouge, Diam.63 mm, L.25 m - JANOFLEX",74.12,CEB-2071,0.0,https://www.centrale-brico.com/janoflex-gaine-pour-reseaux-enterres-janoflex-rouge-diam63-mm-l25-m-b6376300,74.12
3318,3447641006027,"Gaine, conduit electrique",B6376200,,centrale brico,Gaine ICTA Diam.32 mm L.50 m - Centrale Brico,89.4,CEB-100602,0.0,https://www.centrale-brico.com/centrale-brico-gaine-icta-diam32-mm-l50-m-b6376200,89.4
3319,3545411215874,"Gaine, conduit electrique",B5859300,,zenitech,"Gaine thermoretractable vert / jaune, L.1 m, Diam.3.2 mm, ZENITECH - ZENITECH",4.06,ZEN-121587,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-vert-jaune-l1-m-diam32-mm-zenitech-b5859300,4.06
3320,3545411215836,"Gaine, conduit electrique",B5859200,,zenitech,"Gaine thermoretractable vert / jaune, L.1 m, Diam.2.4 mm, ZENITECH - ZENITECH",3.79,ZEN-121583,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-vert-jaune-l1-m-diam24-mm-zenitech-b5859200,3.79
3321,3545411215829,"Gaine, conduit electrique",B5858900,,zenitech,"Gaine thermoretractable rouge, L.1 m, Diam.2.4 mm, ZENITECH - ZENITECH",4.0,ZEN-121582,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-rouge-l1-m-diam24-mm-zenitech-b5858900,4.0
3322,3545411215881,"Gaine, conduit electrique",B5858700,,zenitech,"Gaine thermoretractable noir, L.1 m, Diam.3.2 mm, ZENITECH - ZENITECH",0.18,ZEN-121588,82.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-noir-l1-m-diam32-mm-zenitech-b5858700,1.0
3323,3545411215775,"Gaine, conduit electrique",B5858500,,zenitech,"Gaine thermoretractable bleu, L.1 m, Diam.6.4 mm, ZENITECH - ZENITECH",4.07,ZEN-121577,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-bleu-l1-m-diam64-mm-zenitech-b5858500,4.07
3324,354541121585,"Gaine, conduit electrique",B5858400,,zenitech,"Gaine thermoretractable bleu, L.1 m, Diam.3.2 mm, ZENITECH - ZENITECH",4.0,ZEN-121585,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-bleu-l1-m-diam32-mm-zenitech-b5858400,4.0
3325,3545411215812,"Gaine, conduit electrique",B5858300,,zenitech,"Gaine thermoretractable bleu, L.1 m, Diam.2.4 mm, ZENITECH - ZENITECH",4.0,ZEN-121581,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-bleu-l1-m-diam24-mm-zenitech-b5858300,4.0
3326,8011439806868,"Gaine, conduit electrique",B5807500,,electraline,Courbe diam. 25 mm ELECTRALINE - ELECTRALINE,4.13,ELE-80686,1.67,https://www.centrale-brico.com/electraline-courbe-diam-25-mm-electraline-b5807500,4.200142377707719
3327,354541121712,"Gaine, conduit electrique",B5770300,,zenitech,"18 gaines thermoretractables rouge/noir/bleu, L.0.08m, ZENITECH - ZENITECH",5.19,ZEN-121712,31.71,https://www.centrale-brico.com/zenitech-18-gaines-thermoretractables-rougenoirbleu-l008m-zenitech-b5770300,7.599941426270319
3328,3447642201827,"Gaine, conduit electrique",B7486100,,centrale brico,"Gaine Prefilee D'Installation 3 X 2.5 Mm2, L.10 M - Centrale Brico",41.72,CEN-1081287,0.0,https://www.centrale-brico.com/centrale-brico-gaine-prefilee-d-installation-3-x-25-mm-l10-m-b7486100,41.72
3329,3545411215799,"Gaine, conduit electrique",B5859400,,zenitech,"Gaine thermoretractable vert / jaune, L.1 m, Diam.6.4 mm, ZENITECH - ZENITECH",4.18,ZEN-121579,0.0,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-vert-jaune-l1-m-diam64-mm-zenitech-b5859400,4.18
3330,344764232074,"Gaine, conduit electrique",B7486200,,centrale brico,"Gaine Prefilee D'Installation 3 X 2.5 Mm2, L.25 M - Centrale Brico",67.96,CEN-1062245,0.0,https://www.centrale-brico.com/centrale-brico-gaine-prefilee-d-installation-3-x-25-mm-l25-m-b7486200,67.96
3331,3447641101821,"Gaine, conduit electrique",B7482700,,centrale brico,"Gaine Prefilee D'Installation 3 X 1.5 Mm2, L.10 M - Centrale Brico",28.58,CEN-1081285,0.0,https://www.centrale-brico.com/centrale-brico-gaine-prefilee-d-installation-3-x-15-mm-l10-m-b7482700,28.58
3332,3460520236032,"Gaine, conduit electrique",B7495400,GAINE ICTA,centrale brico,Gaine Icta Diam.25 Mm L.100 M - Centrale Brico,81.66,CEN-1062259,0.0,https://www.centrale-brico.com/centrale-brico-gaine-icta-diam25-mm-l100-m-b7495400,81.66
3333,3142187004048,"Gaine, conduit electrique",B7392200,,debflex,"Lot de 100 attaches-fils, Diametre de 4 a 7 mm, L.20 mm, Blanc - DEBFLEX",5.89,CEN-89946314,0.0,https://www.centrale-brico.com/debflex-lot-de-100-attaches-fils-diametre-de-4-a-7-mm-l20-mm-blanc-b7392200,5.89
3334,3447642201865,"Gaine, conduit electrique",B7495800,GAINE PRECABLEE 3G2.5,centrale brico,"Gaine Prefilee D'Installation 3 X 2.5 Mm2, L.100 M - Centrale Brico",202.84,CEN-1057166,0.0,https://www.centrale-brico.com/centrale-brico-gaine-prefilee-d-installation-3-x-25-mm-l100-m-b7495800,202.84
3335,344764100544,"Gaine, conduit electrique",B7495000,GAINE ICTA,centrale brico,Gaine Icta Diam.16 Mm L.100 M - Centrale Brico,49.09,CEN-1062250,0.0,https://www.centrale-brico.com/centrale-brico-gaine-icta-diam16-mm-l100-m-b7495000,49.09
3336,3545411215805,"Gaine, conduit electrique",B5858800,,zenitech,"Gaine thermoretractable noir, L.1 m, Diam.6.4 mm, ZENITECH - ZENITECH",0.24,ZEN-121580,85.88,https://www.centrale-brico.com/zenitech-gaine-thermoretractable-noir-l1-m-diam64-mm-zenitech-b5858800,1.6997167138810192
3337,3447641005563,"Gaine, conduit electrique",B7495200,GAINE ICTA,centrale brico,Gaine Icta Diam.20 Mm L.100 M - Centrale Brico,55.24,CEN-1062254,0.0,https://www.centrale-brico.com/centrale-brico-gaine-icta-diam20-mm-l100-m-b7495200,55.24
3338,3447646350743,"Gaine, conduit electrique",B7482800,,centrale brico,"Gaine Prefilee D'Installation 3 X 1.5 Mm2, L.25 M - Centrale Brico",43.99,CEN-1062243,0.0,https://www.centrale-brico.com/centrale-brico-gaine-prefilee-d-installation-3-x-15-mm-l25-m-b7482800,43.99
3339,3447640022363,"Gaine, conduit electrique",B6647600,Résistant,janoflex,"Gaine pour reseaux enterres JANOFLEX bleu, Diam.40 mm, L.25 m - JANOFLEX",29.77,CEB-2236,0.0,https://www.centrale-brico.com/janoflex-gaine-pour-reseaux-enterres-janoflex-bleu-diam40-mm-l25-m-b6647600,29.77
3340,3245060901776,Fiche femelle,B5842300,Facile à débrancher grâce à l'anneau,legrand,"Fiche electrique femelle 3 poles + terre, 20 A, LEGRAND - LEGRAND",58.08,LEG-90177,8.25,https://www.centrale-brico.com/legrand-fiche-electrique-femelle-3-poles-terre-20-a-legrand-b5842300,63.30245231607629
3341,3245060938291,Fiche femelle,B5842200,,legrand,"Fiche electrique femelle 2 poles + terre, 16 A, LEGRAND - LEGRAND",19.34,LEG-93829,0.0,https://www.centrale-brico.com/legrand-fiche-electrique-femelle-2-poles-terre-16-a-legrand-b5842200,19.34
3342,324506050115,Fiche femelle,B5842100,,legrand,"Fiche electrique femelle 2 poles + terre, 16 A, LEGRAND - LEGRAND",24.36,LEG-50115,0.0,https://www.centrale-brico.com/legrand-fiche-electrique-femelle-2-poles-terre-16-a-legrand-b5842100,24.36
3343,3245060501129,Fiche femelle,B1210600,,legrand,Fiche caoutchouc noire 2 P+T 16A - LEGRAND,27.09,210050112,9.67,https://www.centrale-brico.com/legrand-fiche-caoutchouc-noire-2-pt-16a-b1210600,29.990036532713386
3344,3245060501082,Fiche femelle,B1210300,,legrand,Fiche plastique avec anneau 2 P+T 16A verrouillage femelle noir - LEGRAND,8.36,210050108,23.93,https://www.centrale-brico.com/legrand-fiche-plastique-avec-anneau-2-pt-16a-verrouillage-femelle-noir-b1210300,10.98987774418299
3345,3245060501068,Fiche femelle,B1210100,,legrand,Fiche femelle 16A avec anneau gris - LEGRAND,8.38,210050106,23.75,https://www.centrale-brico.com/legrand-fiche-femelle-16a-avec-anneau-gris-b1210100,10.990163934426231
3346,3245060501044,Fiche femelle,B1210000,,legrand,Fiche 16A femelle anneau blanc - LEGRAND,8.39,210050104,23.66,https://www.centrale-brico.com/legrand-fiche-16a-femelle-anneau-blanc-b1210000,10.990306523447734
3347,3245060501662,Fiche femelle,B1209600,"Fiche femelle avec anneau d'extraction Blanc. Prolongateur fiche femelle 2 pôles sans terre. Pour câble méplat 2 x 0,75 mm² maxi. Avec anneau d'extraction. 6 A, puissance maxi 1 380 W en 230 V. Pour lampe de bureau ou de chevet, petit électroménager de classe II (double isolation), ou pour réalisation de rallonges. Fiches femelles : collerette de sécurité, alvéoles Ø4 mm",legrand,Fiche plastique d'extraction sans terre 6A - Femelle - LEGRAND,5.58,210050166,30.16,https://www.centrale-brico.com/legrand-fiche-plastique-d-extraction-sans-terre-6a-femelle-b1209600,7.989690721649485
3348,324506091437,Fiche femelle,B5842400,Facile à débrancher grâce à l'anneau,legrand,"Fiche electrique femelle 3 poles + terre, 20 A, LEGRAND - LEGRAND",66.0,LEG-91437,0.0,https://www.centrale-brico.com/legrand-fiche-electrique-femelle-3-poles-terre-20-a-legrand-b5842400,66.0
3349,3245060501136,Fiche femelle,B1210500,,legrand,Fiche 16 A femelle caoutchouc a temoin - LEGRAND,25.04,210050113,10.51,https://www.centrale-brico.com/legrand-fiche-16-a-femelle-caoutchouc-a-temoin-b1210500,27.98077997541625
3350,4004282466253,Enrouleur,B8453800,,gao,Enrouleur menager 4P+T  Gris Souris - Gao,23.3,EVE-6625F,0.0,https://www.centrale-brico.com/gao-enrouleur-menager-4pt-gris-souris-b8453800,23.3
3351,4004282466246,Enrouleur,B8453700,,gao,Enrouleur menager 4P+T  Vert Anis - Gao,23.3,EVE-6624F,0.0,https://www.centrale-brico.com/gao-enrouleur-menager-4pt-vert-anis-b8453700,23.3
3352,9120058379765,Enrouleur,B8325000,": Support mural (inclut chevilles et vis), 2x raccord rapide 1/4 """,holzmann,Enrouleur devidoir automatique air comprime 10m+1metres - Holzmann,85.35,HOL-LSR10AIR,13.79,https://www.centrale-brico.com/holzmann-enrouleur-devidoir-automatique-air-comprime-10m1metres-b8325000,99.00243591230715
3353,9120039900063,Enrouleur,B8323900,"Système de fixation au mur , disjoncteur thermique en cas de surcharge",holzmann,Devidoir enrouleur mural electrique 15 metres - Holzmann,99.0,HOL-EKR15M_230V,0.0,https://www.centrale-brico.com/holzmann-devidoir-enrouleur-mural-electrique-15-metres-b8323900,99.0
3354,9120058378751,Enrouleur,B8323800,"Support de fixation au mur, visserie et 2 raccords 1/4“",holzmann,Enrouleur devidoir automatique air comprime - Holzmann,88.39,HOL-LSR15AIR,10.72,https://www.centrale-brico.com/holzmann-enrouleur-devidoir-automatique-air-comprime-b8323800,99.00313620071684
3355,9120039909417,Enrouleur,B8321600,"Support fixation, carter acier et raccord rapide",holzmann,Enrouleur air comprime tambour ouvert/ - Holzmann,100.86,HOL-LSR10HQ,11.22,https://www.centrale-brico.com/holzmann-enrouleur-air-comprime-tambour-ouvert-b8321600,113.60666816850642
3356,9120058378768,Enrouleur,B8320000,"Support de fixation au mur, visserie et 2 raccords 1/4“",holzmann,Enrouleur mural de tuyau a air comprime 20 metres - Holzmann,109.63,HOL-LSR20AIR,12.01,https://www.centrale-brico.com/holzmann-enrouleur-mural-de-tuyau-a-air-comprime-20-metres-b8320000,124.59370382998068
3357,9120039909424,Enrouleur,B8318300,"Support fixation, carter acier et raccord rapide",holzmann,Devidoir enrouleur mural air comprime PRO 15 M tuyau caoutchouc - Holzmann,116.45,HOL-LSR15HQ,14.19,https://www.centrale-brico.com/holzmann-devidoir-enrouleur-mural-air-comprime-pro-15-m-tuyau-caoutchouc-b8318300,135.70679407994405
3358,9120132140076,Enrouleur,B8318200,Kit de montage aux murs,holzmann,Enrouleur electrique  au mur 20m - 230v - Holzmann,134.07,HOL-EKR20M_230V,1.2,https://www.centrale-brico.com/holzmann-enrouleur-electrique-au-mur-20m-230v-b8318200,135.69838056680163
3359,9120058378195,Enrouleur,B8317400,"Connexion de 2 mètres, 2 prises rapides et buse d‘irrigation.",holzmann,Enrouleur de tuyau d'eau de 40 metres sur roues - Holzmann,145.7,HOL-WSR40PRO,15.44,https://www.centrale-brico.com/holzmann-enrouleur-de-tuyau-d-eau-de-40-metres-sur-roues-b8317400,172.3036896877956
3360,3390722086787,Enrouleur,B7342000,,electraline,Enrouleur De Cable Electrique Chantier Avec Terre L. 40 M Ho7Rnf 3G1.5 - ELECTRALINE,134.37,ELE-5619513,9.45,https://www.centrale-brico.com/electraline-enrouleur-de-cable-lectrique-chantier-avec-terre-l-40-m-ho7rnf-3g15-b7342000,148.39315295416898
3361,3545411925797,Enrouleur,B7341900,,zenitech,Enrouleur De Cable Electrique Menager Avec Terre L. 15 M HO5VVF  3G1.5 - ZENITECH,44.65,ZEN-5619542,0.0,https://www.centrale-brico.com/zenitech-enrouleur-de-cable-lectrique-menager-avec-terre-l-15-m-ho5vvf-3g15-b7341900,44.65
3362,3390722086831,Enrouleur,B6275100,Enrouleur Métal ProLine-Fixe IP44 HO7 RN-F 3G1.5mm² 40M,electraline,"Enrouleur electrique chantier avec terre L.40 m ho7rnf 3g1.5, ELECTRALINE - ELECTRALINE",140.4,ELE-208683,15.87,https://www.centrale-brico.com/electraline-enrouleur-electrique-chantier-avec-terre-l40-m-ho7rnf-3g15-electraline-b6275100,166.88458338285986
3363,3390722086718,Enrouleur,B6274600,,electraline,Enrouleur de cable electrique chantier avec terre L. 30 m ho7rnf 3g1.5 - ELECTRALINE,135.45,ELE-208671,0.0,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-chantier-avec-terre-l-30-m-ho7rnf-3g15-b6274600,135.45
3364,3390722086848,Enrouleur,B6274500,,electraline,Enrouleur de cable electrique chantier avec terre L. 25 m ho7rnf 3g2.5 - ELECTRALINE,141.11,ELE-208684,15.05,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-chantier-avec-terre-l-25-m-ho7rnf-3g25-b6274500,166.10947616244852
3365,3390723001796,Enrouleur,B6274300,,electraline,Enrouleur de cable electrique bricolage avec terre L. 40 m ho5vvf 3g1.5 - ELECTRALINE,96.88,ELE-20867018G,0.0,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-bricolage-avec-terre-l-40-m-ho5vvf-3g15-b6274300,96.88
3366,8003910003415,Enrouleur,B4292000,,velamp,Enrouleur de chantier de 25m - VELAMP,74.81,107000341,1.54,https://www.centrale-brico.com/velamp-enrouleur-de-chantier-de-25m-b4292000,75.98009343895998
3367,8003910003422,Enrouleur,B4291900,,velamp,Enrouleur de chantier de 40m - VELAMP,106.54,107000342,3.14,https://www.centrale-brico.com/velamp-enrouleur-de-chantier-de-40m-b4291900,109.99380549246335
3368,8003910003408,Enrouleur,B4283800,,velamp,Enrouleur de bricolage de 40m - VELAMP,82.92,107000340,4.68,https://www.centrale-brico.com/velamp-enrouleur-de-bricolage-de-40m-b4283800,86.99118757868234
3369,8033549922825,Enrouleur,B1809100,Boitier plastique robuste. Possibilité de brancher 4 appareils.,outifrance,Enrouleur electrique ferme pour cable PVC 10 m - OUTIFRANCE,35.14,9380005,26.64,https://www.centrale-brico.com/outifrance-enrouleur-electrique-ferme-pour-cable-pvc-10-m-b1809100,47.900763358778626
3370,3390722086909,Enrouleur,B6274400,,electraline,Enrouleur de cable electrique bricolage avec terre L. 50 m ho5vvf 3g1.5 - ELECTRALINE,110.58,ELE-208690,18.75,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-bricolage-avec-terre-l-50-m-ho5vvf-3g15-b6274400,136.09846153846155
3371,3545411926503,Enrouleur,B5833200,"design innovant, super compact, pratique, range cable, fiche extra plate, 2USB",zenitech,"Enrouleur de cable electrique menager avec terre L. 7 m ho5vvf 3g1, ZENITECH - ZENITECH",26.86,ZEN-192650,0.0,https://www.centrale-brico.com/zenitech-enrouleur-de-cable-electrique-menager-avec-terre-l-7-m-ho5vvf-3g1-zenitech-b5833200,26.86
3372,8003910003392,Enrouleur,B4283700,,velamp,Enrouleur de bricolage de 25m - VELAMP,55.11,107000339,4.98,https://www.centrale-brico.com/velamp-enrouleur-de-bricolage-de-25m-b4283700,57.998316143969696
3373,4004282473459,Enrouleur,B8453900,,gao,Enrouleur Electrique Vide - Gao,15.5,EVE-7345,0.0,https://www.centrale-brico.com/gao-enrouleur-electrique-vide-b8453900,15.5
3374,3390723290077,Enrouleur,B6274900,,electraline,Enrouleur de cable electrique menager avec terre L. 5 m ho5vvf 3g1.5 - ELECTRALINE,18.0,ELE-29007,23.08,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-menager-avec-terre-l-5-m-ho5vvf-3g15-b6274900,23.400936037441497
3375,3390723289057,Enrouleur,B6275000,,electraline,Enrouleur de cable electrique menager plat avec terre L. 5 m ho5vvf 3g1 - ELECTRALINE,18.03,ELE-28905,8.48,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-menager-plat-avec-terre-l-5-m-ho5vvf-3g1-b6275000,19.70061188811189
3376,3390722086688,Enrouleur,B6274800,,electraline,Enrouleur de cable electrique jardin avec terre fixe L. 40 m ho5vvf 3g1.5 - ELECTRALINE,98.79,ELE-208668,11.48,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-jardin-avec-terre-fixe-l-40-m-ho5vvf-3g15-b6274800,111.60189787618617
3377,3390723000393,Enrouleur,B5833500,,electraline,Enrouleur vide bricolage ELECTRALINE - ELECTRALINE,24.5,ELE-2085912Ul,5.41,https://www.centrale-brico.com/electraline-enrouleur-vide-bricolage-electraline-b5833500,25.901258061105825
3378,3390723000386,Enrouleur,B5833600,,electraline,Enrouleur vide jardin ELECTRALINE - ELECTRALINE,25.54,ELE-2085911UI,0.0,https://www.centrale-brico.com/electraline-enrouleur-vide-jardin-electraline-b5833600,25.54
3379,3390722086862,Enrouleur,B6274700,,electraline,"Enrouleur de cable electrique chantier avec terre vide, ELECTRALINE - ELECTRALINE",37.13,ELE-208686,16.75,https://www.centrale-brico.com/electraline-enrouleur-de-cable-electrique-chantier-avec-terre-vide-electraline-b6274700,44.60060060060061
3380,3545411215485,Cosse,B5899600,,zenitech,Lot de 10 cosses rondes ZENITECH - ZENITECH,4.34,ZEN-121548,0.0,https://www.centrale-brico.com/zenitech-lot-de-10-cosses-rondes-zenitech-b5899600,4.34
